X...target.gene_info.symbol	association_score.overall	association_score.datatypes.genetic_association	association_score.datatypes.somatic_mutation	association_score.datatypes.known_drug	association_score.datatypes.affected_pathway	association_score.datatypes.rna_expression	association_score.datatypes.literature	association_score.datatypes.animal_model	target.gene_info.name	known_drug_binary
CDKN2B	0.0324	0	0	0	0	0	0.0324	0	cyclin dependent kinase inhibitor 2B	0
AKAP9	0.0324	0	0	0	0	0	0.0324	0	A-kinase anchoring protein 9	0
GUSB	0.0324	0	0	0	0	0	0.0324	0	glucuronidase beta	0
TTC3	0.0323129113543056	0	0	0	0	0.00925164541722259	0.03	0	tetratricopeptide repeat domain 3	0
LAMP2	0.0323	0	0	0	0	0	0.0323	0	lysosomal associated membrane protein 2	0
ICAM5	0.0323	0	0	0	0	0	0.0323	0	intercellular adhesion molecule 5	0
TLN2	0.0322665068599867	0.0322665068599867	0	0	0	0	0	0	talin 2	0
OPRL1	0.0322	0	0	0	0	0	0.0322	0	opioid related nociceptin receptor 1	0
WASF1	0.0322	0	0	0	0	0	0.0322	0	WAS protein family member 1	0
ANK3	0.0321928758521847	0.00237150340873878	0	0	0	0	0.0316	0	ankyrin 3	0
PDIA3	0.0321444444444444	0	0	0	0	0	0.0321444444444444	0	protein disulfide isomerase family A member 3	0
GRK5	0.032112589569161	0	0	0	0	0	0.032112589569161	0	G protein-coupled receptor kinase 5	0
KNG1	0.0321	0	0	0	0	0	0.0321	0	kininogen 1	0
ADAP1	0.0321	0	0	0	0	0	0.0321	0	ArfGAP with dual PH domains 1	0
HLA-DRB5	0.032	0	0	0	0	0	0.032	0	major histocompatibility complex, class II, DR beta 5	0
FEN1	0.032	0	0	0	0	0	0.032	0	flap structure-specific endonuclease 1	0
TYMS	0.032	0	0	0	0	0	0.032	0	thymidylate synthetase	0
AFM	0.032	0	0	0	0	0	0.032	0	afamin	0
EIF4EBP1	0.032	0	0	0	0	0	0.032	0	eukaryotic translation initiation factor 4E binding protein 1	0
IRAK2	0.032	0	0	0	0	0	0.032	0	interleukin 1 receptor associated kinase 2	0
RTN4	0.032	0	0	0	0	0	0.032	0	reticulon 4	0
S100A8	0.0319583567624973	0	0	0	0	0.00783342704998901	0.03	0	S100 calcium binding protein A8	0
ATP6V1C1	0.03192	0.03192	0	0	0	0	0	0	ATPase H+ transporting V1 subunit C1	0
RFC3	0.0318891517740709	0.0318891517740709	0	0	0	0	0	0	replication factor C subunit 3	0
MAF	0.0318	0	0	0	0	0	0.0318	0	MAF bZIP transcription factor	0
MGAT1	0.0317	0	0	0	0	0	0.0317	0	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	0
TFRC	0.031698011147951	0	0	0	0	0.0091422668140261	0.0294124444444444	0	transferrin receptor	0
SLIT2	0.0316385710829212	0	0	0	0	0.00815428433168477	0.0296	0	slit guidance ligand 2	0
KRT28	0.0316	0	0	0	0	0	0.0316	0	keratin 28	0
GPX3	0.0316	0	0	0	0	0	0.0316	0	glutathione peroxidase 3	0
CRHBP	0.0316	0	0	0	0	0	0.0316	0	corticotropin releasing hormone binding protein	0
COLEC12	0.0316	0	0	0	0	0	0.0316	0	collectin subfamily member 12	0
F11R	0.0316	0	0	0	0	0	0.0316	0	F11 receptor	0
CACYBP	0.0316	0	0	0	0	0	0.0316	0	calcyclin binding protein	0
AIMP1	0.0316	0	0	0	0	0	0.0316	0	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	0
PSCA	0.0316	0	0	0	0	0	0.0316	0	prostate stem cell antigen	0
ABCA5	0.0316	0	0	0	0	0	0.0316	0	ATP binding cassette subfamily A member 5	0
ZPBP	0.0315864418909098	0.0315864418909098	0	0	0	0	0	0	zona pellucida binding protein	0
PKP4	0.0315341124784203	0	0	0	0	0.00773644991368124	0.0296	0	plakophilin 4	0
MMRN1	0.0315165003463846	0.0205573650364777	0	0	0	0	0.0263771590872652	0	multimerin 1	0
GNRH1	0.0315	0	0	0	0	0	0.0315	0	gonadotropin releasing hormone 1	0
CSF2RB	0.0314918323491087	0.0155673293964347	0	0	0	0	0.0276	0	colony stimulating factor 2 receptor beta common subunit	0
POSTN	0.0314873833904157	0	0	0	0	0.0314873833904157	0	0	periostin	0
MMP14	0.0314	0	0	0	0	0	0.0314	0	matrix metallopeptidase 14	0
APOM	0.0313	0	0	0	0	0	0.0313	0	apolipoprotein M	0
ARRB2	0.0313	0	0	0	0	0	0.0313	0	arrestin beta 2	0
CISH	0.0312	0	0	0	0	0	0.0312	0	cytokine inducible SH2 containing protein	0
MC4R	0.0312	0	0	0	0	0	0.0312	0	melanocortin 4 receptor	0
RXFP3	0.0312	0	0	0	0	0	0.0312	0	relaxin/insulin like family peptide receptor 3	0
MBL2	0.0312	0	0	0	0	0	0.0312	0	mannose binding lectin 2	0
MAPKAPK5	0.0312	0	0	0	0	0	0.0312	0	mitogen-activated protein kinase-activated protein kinase 5	0
UBE2A	0.0312	0	0	0	0	0	0.0312	0	ubiquitin conjugating enzyme E2 A	0
FADD	0.0312	0	0	0	0	0	0.0312	0	Fas associated via death domain	0
GFRA1	0.0312	0	0	0	0	0	0.0312	0	GDNF family receptor alpha 1	0
DAB1	0.0312	0	0	0	0	0	0.0312	0	DAB1, reelin adaptor protein	0
TWSG1	0.0311702222222222	0	0	0	0	0	0.0311702222222222	0	twisted gastrulation BMP signaling modulator 1	0
IL12A	0.0311	0	0	0	0	0	0.0311	0	interleukin 12A	0
IL23R	0.0310887714576582	0.00435508583063292	0	0	0	0	0.03	0	interleukin 23 receptor	0
ETS1	0.0310831728520499	0.0310831728520499	0	0	0	0	0	0	ETS proto-oncogene 1, transcription factor	0
DDIT3	0.0309111111111111	0	0	0	0	0	0.0309111111111111	0	DNA damage inducible transcript 3	0
FPR1	0.0308296275510204	0	0	0	0	0	0.0308296275510204	0	formyl peptide receptor 1	0
EPB41	0.0308	0	0	0	0	0	0.0308	0	erythrocyte membrane protein band 4.1	0
NOG	0.0308	0	0	0	0	0	0.0308	0	noggin	0
RGCC	0.0308	0	0	0	0	0	0.0308	0	regulator of cell cycle	0
ASTN2	0.0308	0	0	0	0	0	0.0308	0	astrotactin 2	0
SLC9A6	0.0308	0	0	0	0	0	0.0308	0	solute carrier family 9 member A6	0
CCNG1	0.0308	0	0	0	0	0	0.0308	0	cyclin G1	0
DDT	0.0308	0	0	0	0	0	0.0308	0	D-dopachrome tautomerase	0
USP14	0.0308	0	0	0	0	0	0.0308	0	ubiquitin specific peptidase 14	0
AZIN2	0.0308	0	0	0	0	0	0.0308	0	antizyme inhibitor 2	0
KLK7	0.0308	0	0	0	0	0	0.0308	0	kallikrein related peptidase 7	0
CAV3	0.0308	0	0	0	0	0	0.0308	0	caveolin 3	0
BMP2	0.0304434298497828	0.0268434298497828	0	0	0	0	0.0144	0	bone morphogenetic protein 2	0
SNX6	0.0304	0	0	0	0	0	0.0304	0	sorting nexin 6	0
TRIM11	0.0304	0	0	0	0	0	0.0304	0	tripartite motif containing 11	0
KRT14	0.0304	0	0	0	0	0	0.0304	0	keratin 14	0
FCGRT	0.0304	0	0	0	0	0	0.0304	0	Fc fragment of IgG receptor and transporter	0
CISD2	0.0304	0	0	0	0	0	0.0304	0	CDGSH iron sulfur domain 2	0
CA2	0.0304	0	0	0	0	0	0.0304	0	carbonic anhydrase 2	0
BCL6	0.0304	0	0	0	0	0	0.0304	0	B-cell CLL/lymphoma 6	0
NLRC4	0.0304	0	0	0	0	0	0.0304	0	NLR family CARD domain containing 4	0
CYBA	0.0304	0	0	0	0	0	0.0304	0	cytochrome b-245 alpha chain	0
SETX	0.0304	0	0	0	0	0	0.0304	0	senataxin	0
ADAR	0.0304	0	0	0	0	0	0.0304	0	adenosine deaminase, RNA specific	0
GPR84	0.0304	0	0	0	0	0	0.0304	0	G protein-coupled receptor 84	0
PRPH	0.0304	0	0	0	0	0	0.0304	0	peripherin	0
SSTR1	0.0304	0	0	0	0	0	0.0304	0	somatostatin receptor 1	0
SH2B1	0.0304	0	0	0	0	0	0.0304	0	SH2B adaptor protein 1	0
TREM1	0.0304	0	0	0	0	0	0.0304	0	triggering receptor expressed on myeloid cells 1	0
PMEL	0.0303888888888889	0	0	0	0	0	0.0303888888888889	0	premelanosome protein	0
CAMK4	0.0303413738078466	0.0149654952313864	0	0	0	0	0.0266	0	calcium/calmodulin dependent protein kinase IV	0
TMEM38B	0.0303185204230676	0.0303185204230676	0	0	0	0	0	0	transmembrane protein 38B	0
TPPP	0.0302666666666667	0	0	0	0	0	0.0302666666666667	0	tubulin polymerization promoting protein	0
NLGN1	0.0302564913349769	0.00262596533990744	0	0	0	0	0.0296	0	neuroligin 1	0
SFPQ	0.0301777777777778	0	0	0	0	0	0.0301777777777778	0	splicing factor proline and glutamine rich	0
NRG1	0.0301480010078105	0	0	0	0	0	0.0301480010078105	0	neuregulin 1	0
CD163	0.0301	0	0	0	0	0	0.0301	0	CD163 molecule	0
S100A7	0.0301	0	0	0	0	0	0.0301	0	S100 calcium binding protein A7	0
PEA15	0.03	0	0	0	0	0	0.03	0	phosphoprotein enriched in astrocytes 15	0
SLC11A1	0.03	0	0	0	0	0	0.03	0	solute carrier family 11 member 1	0
CARD8	0.03	0	0	0	0	0	0.03	0	caspase recruitment domain family member 8	0
SLC2A12	0.03	0	0	0	0	0	0.03	0	solute carrier family 2 member 12	0
RBL2	0.03	0	0	0	0	0	0.03	0	RB transcriptional corepressor like 2	0
GPR6	0.03	0	0	0	0	0	0.03	0	G protein-coupled receptor 6	0
GRM3	0.03	0	0	0	0	0	0.03	0	glutamate metabotropic receptor 3	0
DDX41	0.03	0	0	0	0	0	0.03	0	DEAD-box helicase 41	0
CFI	0.03	0	0	0	0	0	0.03	0	complement factor I	0
UQCRC1	0.03	0	0	0	0	0	0.03	0	ubiquinol-cytochrome c reductase core protein I	0
HCRTR2	0.03	0	0	0	0	0	0.03	0	hypocretin receptor 2	0
CCNC	0.03	0	0	0	0	0	0.03	0	cyclin C	0
RNF146	0.03	0	0	0	0	0	0.03	0	ring finger protein 146	0
MAPRE3	0.03	0	0	0	0	0	0.03	0	microtubule associated protein RP/EB family member 3	0
PHEX	0.0299	0	0	0	0	0	0.0299	0	phosphate regulating endopeptidase homolog X-linked	0
PSPC1	0.029841250812941	0	0	0	0	0.00736500325176382	0.028	0	paraspeckle component 1	0
UBB	0.0298398317442595	0	0	0	0	0	0.0298398317442595	0	ubiquitin B	0
CREB1	0.0298	0	0	0	0	0	0.0298	0	cAMP responsive element binding protein 1	0
DAO	0.0298	0	0	0	0	0	0.0298	0	D-amino acid oxidase	0
DBI	0.0297111111111111	0	0	0	0	0	0.0297111111111111	0	diazepam binding inhibitor, acyl-CoA binding protein	0
CCR6	0.0296	0	0	0	0	0	0.0296	0	C-C motif chemokine receptor 6	0
CALM3	0.0296	0	0	0	0	0	0.0296	0	calmodulin 3	0
CBFA2T2	0.0296	0	0	0	0	0	0.0296	0	CBFA2/RUNX1 translocation partner 2	0
HDAC5	0.0296	0	0	0	0	0	0.0296	0	histone deacetylase 5	0
TRPV4	0.0296	0	0	0	0	0	0.0296	0	transient receptor potential cation channel subfamily V member 4	0
TRIML2	0.0296	0	0	0	0	0	0.0296	0	tripartite motif family like 2	0
FSHR	0.0296	0	0	0	0	0	0.0296	0	follicle stimulating hormone receptor	0
SLC16A7	0.0296	0	0	0	0	0	0.0296	0	solute carrier family 16 member 7	0
ADAMTS1	0.0296	0	0	0	0	0	0.0296	0	ADAM metallopeptidase with thrombospondin type 1 motif 1	0
SPAG9	0.0296	0	0	0	0	0	0.0296	0	sperm associated antigen 9	0
EIF2AK3	0.0296	0	0	0	0	0	0.0296	0	eukaryotic translation initiation factor 2 alpha kinase 3	0
ZYX	0.0296	0	0	0	0	0	0.0296	0	zyxin	0
MZF1	0.0296	0	0	0	0	0	0.0296	0	myeloid zinc finger 1	0
PTGES2	0.0296	0	0	0	0	0	0.0296	0	prostaglandin E synthase 2	0
RABEP1	0.0296	0	0	0	0	0	0.0296	0	rabaptin, RAB GTPase binding effector protein 1	0
PLA2G3	0.0296	0	0	0	0	0	0.0296	0	phospholipase A2 group III	0
IL16	0.0295	0	0	0	0	0	0.0295	0	interleukin 16	0
ABCG1	0.0294694444444444	0	0	0	0	0	0.0294694444444444	0	ATP binding cassette subfamily G member 1	0
ASAH1	0.0294497615979863	0.00259904639194511	0	0	0	0	0.0288	0	N-acylsphingosine amidohydrolase 1	0
ANGPT1	0.0294	0	0	0	0	0	0.0294	0	angiopoietin 1	0
OGT	0.0293970145569963	0	0	0	0	0.00971711718490119	0.026967735260771	0	O-linked N-acetylglucosamine (GlcNAc) transferase	0
PON2	0.0292448888888889	0	0	0	0	0	0.0292448888888889	0	paraoxonase 2	0
ELANE	0.0292	0	0	0	0	0	0.0292	0	elastase, neutrophil expressed	0
CD86	0.0292	0	0	0	0	0	0.0292	0	CD86 molecule	0
SREBF1	0.0292	0	0	0	0	0	0.0292	0	sterol regulatory element binding transcription factor 1	0
HSPA8	0.0292	0	0	0	0	0	0.0292	0	heat shock protein family A (Hsp70) member 8	0
PCDH11Y	0.0292	0	0	0	0	0	0.0292	0	protocadherin 11 Y-linked	0
OPRD1	0.0292	0	0	0	0	0	0.0292	0	opioid receptor delta 1	0
CERS2	0.0292	0	0	0	0	0	0.0292	0	ceramide synthase 2	0
CPLX1	0.0292	0	0	0	0	0	0.0292	0	complexin 1	0
OLIG2	0.0292	0	0	0	0	0	0.0292	0	oligodendrocyte transcription factor 2	0
ABCG4	0.0292	0	0	0	0	0	0.0292	0	ATP binding cassette subfamily G member 4	0
DDX39B	0.0292	0	0	0	0	0	0.0292	0	DExD-box helicase 39B	0
SSTR4	0.0292	0	0	0	0	0	0.0292	0	somatostatin receptor 4	0
PPIL2	0.0292	0	0	0	0	0	0.0292	0	peptidylprolyl isomerase like 2	0
HSD17B1	0.0292	0	0	0	0	0	0.0292	0	hydroxysteroid 17-beta dehydrogenase 1	0
CD80	0.0292	0	0	0	0	0	0.0292	0	CD80 molecule	0
TGM1	0.0292	0	0	0	0	0	0.0292	0	transglutaminase 1	0
VDAC2	0.0292	0	0	0	0	0	0.0292	0	voltage dependent anion channel 2	0
DHFR	0.0292	0	0	0	0	0	0.0292	0	dihydrofolate reductase	0
GRM1	0.0292	0	0	0	0	0	0.0292	0	glutamate metabotropic receptor 1	0
CD28	0.0289592199546485	0	0	0	0	0	0.0289592199546485	0	CD28 molecule	0
PLAUR	0.028925	0	0	0	0	0	0.028925	0	plasminogen activator, urokinase receptor	0
PEBP1	0.0289202284580499	0	0	0	0	0	0.0289202284580499	0	phosphatidylethanolamine binding protein 1	0
BCAS3	0.028886	0.028886	0	0	0	0	0	0	BCAS3, microtubule associated cell migration factor	0
MTRR	0.0288333333333333	0	0	0	0	0	0.0288333333333333	0	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	0
C2orf40	0.0288	0	0	0	0	0	0.0288	0	chromosome 2 open reading frame 40	0
TNFRSF10A	0.0288	0	0	0	0	0	0.0288	0	TNF receptor superfamily member 10a	0
STX6	0.0288	0	0	0	0	0	0.0288	0	syntaxin 6	0
CCL15	0.0288	0	0	0	0	0	0.0288	0	C-C motif chemokine ligand 15	0
IL12B	0.0288	0	0	0	0	0	0.0288	0	interleukin 12B	0
KLKB1	0.0288	0	0	0	0	0	0.0288	0	kallikrein B1	0
EEF2K	0.0288	0	0	0	0	0	0.0288	0	eukaryotic elongation factor 2 kinase	0
HSPA1B	0.0288	0	0	0	0	0	0.0288	0	heat shock protein family A (Hsp70) member 1B	0
FOXA2	0.0288	0	0	0	0	0	0.0288	0	forkhead box A2	0
UVRAG	0.0288	0	0	0	0	0	0.0288	0	UV radiation resistance associated	0
PRDX5	0.0288	0	0	0	0	0	0.0288	0	peroxiredoxin 5	0
CH25H	0.0288	0	0	0	0	0	0.0288	0	cholesterol 25-hydroxylase	0
ADAMTS5	0.0288	0	0	0	0	0	0.0288	0	ADAM metallopeptidase with thrombospondin type 1 motif 5	0
ARMS2	0.0288	0	0	0	0	0	0.0288	0	age-related maculopathy susceptibility 2	0
DEFA1B	0.0288	0	0	0	0	0	0.0288	0	defensin alpha 1B	0
SULT2A1	0.0288	0	0	0	0	0	0.0288	0	sulfotransferase family 2A member 1	0
FOXA1	0.0288	0	0	0	0	0	0.0288	0	forkhead box A1	0
RUNX1	0.0288	0	0	0	0	0	0.0288	0	runt related transcription factor 1	0
SREK1IP1	0.0288	0	0	0	0	0	0.0288	0	SREK1 interacting protein 1	0
PER3	0.0288	0	0	0	0	0	0.0288	0	period circadian clock 3	0
PER2	0.0288	0	0	0	0	0	0.0288	0	period circadian clock 2	0
UBE2L3	0.0288	0	0	0	0	0	0.0288	0	ubiquitin conjugating enzyme E2 L3	0
HNF1B	0.0288	0	0	0	0	0	0.0288	0	HNF1 homeobox B	0
TTLL7	0.0285504382665184	0.0285504382665184	0	0	0	0	0	0	tubulin tyrosine ligase like 7	0
FOLH1	0.0285435555555556	0	0	0	0	0	0.0285435555555556	0	folate hydrolase 1	0
PHGDH	0.0285	0	0	0	0	0	0.0285	0	phosphoglycerate dehydrogenase	0
FAM168B	0.0284693333333333	0	0	0	0	0	0.0284693333333333	0	family with sequence similarity 168 member B	0
SPINT1	0.0284	0	0	0	0	0	0.0284	0	serine peptidase inhibitor, Kunitz type 1	0
MCL1	0.0284	0	0	0	0	0	0.0284	0	MCL1, BCL2 family apoptosis regulator	0
PDIA6	0.0284	0	0	0	0	0	0.0284	0	protein disulfide isomerase family A member 6	0
CTSF	0.0284	0	0	0	0	0	0.0284	0	cathepsin F	0
PNP	0.0284	0	0	0	0	0	0.0284	0	purine nucleoside phosphorylase	0
KIF11	0.0284	0	0	0	0	0	0.0284	0	kinesin family member 11	0
NDUFB8	0.0284	0	0	0	0	0	0.0284	0	NADH:ubiquinone oxidoreductase subunit B8	0
SIAH1	0.0284	0	0	0	0	0	0.0284	0	siah E3 ubiquitin protein ligase 1	0
ALDH18A1	0.0284	0	0	0	0	0	0.0284	0	aldehyde dehydrogenase 18 family member A1	0
CLK2	0.0284	0	0	0	0	0	0.0284	0	CDC like kinase 2	0
NPTXR	0.0284	0	0	0	0	0	0.0284	0	neuronal pentraxin receptor	0
MT-CYB	0.0284	0	0	0	0	0	0.0284	0	mitochondrially encoded cytochrome b	0
HNF1A	0.0284	0	0	0	0	0	0.0284	0	HNF1 homeobox A	0
FADS2	0.0284	0	0	0	0	0	0.0284	0	fatty acid desaturase 2	0
PLK1	0.0284	0	0	0	0	0	0.0284	0	polo like kinase 1	0
GLRX	0.0284	0	0	0	0	0	0.0284	0	glutaredoxin	0
GRAMD4	0.0284	0	0	0	0	0	0.0284	0	GRAM domain containing 4	0
PLOD1	0.0284	0	0	0	0	0	0.0284	0	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	0
BGN	0.0284	0	0	0	0	0	0.0284	0	biglycan	0
CDK7	0.0284	0	0	0	0	0	0.0284	0	cyclin dependent kinase 7	0
DVL1	0.0284	0	0	0	0	0	0.0284	0	dishevelled segment polarity protein 1	0
MSI1	0.0284	0	0	0	0	0	0.0284	0	musashi RNA binding protein 1	0
DPP10	0.0284	0	0	0	0	0	0.0284	0	dipeptidyl peptidase like 10	0
PPOX	0.0284	0	0	0	0	0	0.0284	0	protoporphyrinogen oxidase	0
HBA2	0.0284	0	0	0	0	0	0.0284	0	hemoglobin subunit alpha 2	0
CD320	0.0284	0	0	0	0	0	0.0284	0	CD320 molecule	0
MUTYH	0.0284	0	0	0	0	0	0.0284	0	mutY DNA glycosylase	0
SLC2A8	0.0284	0	0	0	0	0	0.0284	0	solute carrier family 2 member 8	0
EPHX1	0.0284	0	0	0	0	0	0.0284	0	epoxide hydrolase 1	0
FGA	0.0284	0	0	0	0	0	0.0284	0	fibrinogen alpha chain	0
SAR1A	0.0284	0	0	0	0	0	0.0284	0	secretion associated Ras related GTPase 1A	0
CPLX2	0.0284	0	0	0	0	0	0.0284	0	complexin 2	0
FBXL2	0.0284	0	0	0	0	0	0.0284	0	F-box and leucine rich repeat protein 2	0
PARD3B	0.0282014795769324	0.0282014795769324	0	0	0	0	0	0	par-3 family cell polarity regulator beta	0
PAX5	0.0281803281175416	0.0281803281175416	0	0	0	0	0	0	paired box 5	0
WAS	0.028	0	0	0	0	0	0.028	0	Wiskott-Aldrich syndrome	0
KRT16	0.028	0	0	0	0	0	0.028	0	keratin 16	0
F2RL2	0.028	0	0	0	0	0	0.028	0	coagulation factor II thrombin receptor like 2	0
INPPL1	0.028	0	0	0	0	0	0.028	0	inositol polyphosphate phosphatase like 1	0
LDLRAP1	0.028	0	0	0	0	0	0.028	0	low density lipoprotein receptor adaptor protein 1	0
CD19	0.028	0	0	0	0	0	0.028	0	CD19 molecule	0
GABBR1	0.028	0	0	0	0	0	0.028	0	gamma-aminobutyric acid type B receptor subunit 1	0
SLC25A10	0.028	0	0	0	0	0	0.028	0	solute carrier family 25 member 10	0
PNPLA2	0.028	0	0	0	0	0	0.028	0	patatin like phospholipase domain containing 2	0
HBG2	0.028	0	0	0	0	0	0.028	0	hemoglobin subunit gamma 2	0
CENPJ	0.028	0	0	0	0	0	0.028	0	centromere protein J	0
PLA2G5	0.028	0	0	0	0	0	0.028	0	phospholipase A2 group V	0
GNA14	0.028	0	0	0	0	0	0.028	0	G protein subunit alpha 14	0
CACNA2D2	0.028	0	0	0	0	0	0.028	0	calcium voltage-gated channel auxiliary subunit alpha2delta 2	0
DYRK1B	0.028	0	0	0	0	0	0.028	0	dual specificity tyrosine phosphorylation regulated kinase 1B	0
TNS3	0.0278888888888889	0	0	0	0	0	0.0278888888888889	0	tensin 3	0
GSS	0.0278627777777778	0	0	0	0	0	0.0278627777777778	0	glutathione synthetase	0
SRR	0.0277	0	0	0	0	0	0.0277	0	serine racemase	0
ACTB	0.027576	0	0	0	0	0	0.027576	0	actin beta	0
CD74	0.0275	0	0	0	0	0	0.0275	0	CD74 molecule	0
CASP7	0.0274	0	0	0	0	0	0.0274	0	caspase 7	0
S1PR1	0.0272	0	0	0	0	0	0.0272	0	sphingosine-1-phosphate receptor 1	0
KLHL29	0.0271155612692029	0.0271155612692029	0	0	0	0	0	0	kelch like family member 29	0
MBTPS1	0.0270297946671242	0	0	0	0	0	0.0270297946671242	0	membrane bound transcription factor peptidase, site 1	0
APOB	0.0268444444444444	0	0	0	0	0	0.0268444444444444	0	apolipoprotein B	0
BZW2	0.0268425748164926	0.0268425748164926	0	0	0	0	0	0	basic leucine zipper and W2 domains 2	0
SPAST	0.0268	0	0	0	0	0	0.0268	0	spastin	0
SYT4	0.0268	0	0	0	0	0	0.0268	0	synaptotagmin 4	0
RNF182	0.0268	0	0	0	0	0	0.0268	0	ring finger protein 182	0
HNRNPAB	0.0268	0	0	0	0	0	0.0268	0	heterogeneous nuclear ribonucleoprotein A/B	0
SIRT6	0.0268	0	0	0	0	0	0.0268	0	sirtuin 6	0
MFN2	0.0268	0	0	0	0	0	0.0268	0	mitofusin 2	0
MYRIP	0.0267018099095643	0.0267018099095643	0	0	0	0	0	0	myosin VIIA and Rab interacting protein	0
PECAM1	0.026675	0	0	0	0	0	0.026675	0	platelet and endothelial cell adhesion molecule 1	0
SPON1	0.0266667725469226	0.0266667725469226	0	0	0	0	0	0	spondin 1	0
AMD1	0.0266	0	0	0	0	0	0.0266	0	adenosylmethionine decarboxylase 1	0
UBXN4	0.0265770274326364	0	0	0	0	0.00710810973054559	0.0248	0	UBX domain protein 4	0
PHLDA2	0.0265444444444444	0	0	0	0	0	0.0265444444444444	0	pleckstrin homology like domain family A member 2	0
PPM1E	0.0265432069470211	0.0239932953205692	0	0	0	0.0101996465058078	0	0	protein phosphatase, Mg2+/Mn2+ dependent 1E	0
MTA2	0.0265388888888889	0	0	0	0	0	0.0265388888888889	0	metastasis associated 1 family member 2	0
DEPTOR	0.0264	0	0	0	0	0	0.0264	0	DEP domain containing MTOR interacting protein	0
SLC5A7	0.0263601111111111	0	0	0	0	0	0.0263601111111111	0	solute carrier family 5 member 7	0
IFI44	0.0262	0	0	0	0	0	0.0262	0	interferon induced protein 44	0
PKN1	0.0261	0	0	0	0	0	0.0261	0	protein kinase N1	0
MAZ	0.026	0	0	0	0	0	0.026	0	MYC associated zinc finger protein	0
FXN	0.0259555555555556	0	0	0	0	0	0.0259555555555556	0	frataxin	0
CNTN2	0.0259273333333333	0	0	0	0	0	0.0259273333333333	0	contactin 2	0
APOBEC3G	0.0258	0	0	0	0	0	0.0258	0	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	0
CHRFAM7A	0.0257555555555556	0	0	0	0	0	0.0257555555555556	0	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	0
ANXA1	0.0257	0	0	0	0	0	0.0257	0	annexin A1	0
HLA-G	0.0256	0	0	0	0	0	0.0256	0	major histocompatibility complex, class I, G	0
PMCH	0.0256	0	0	0	0	0	0.0256	0	pro-melanin concentrating hormone	0
ITGA1	0.0255558726139434	0.0255558726139434	0	0	0	0	0	0	integrin subunit alpha 1	0
APOA2	0.0254	0	0	0	0	0	0.0254	0	apolipoprotein A2	0
H6PD	0.0254	0	0	0	0	0	0.0254	0	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	0
PLCG1	0.0254	0	0	0	0	0	0.0254	0	phospholipase C gamma 1	0
FGG	0.0253444444444445	0	0	0	0	0	0.0253444444444445	0	fibrinogen gamma chain	0
ABCC9	0.0253343333333333	0	0	0	0	0	0.0253343333333333	0	ATP binding cassette subfamily C member 9	0
FABP7	0.0253263945984797	0	0	0	0	0.00650557839391879	0.0237	0	fatty acid binding protein 7	0
PSD	0.0252788013983371	0	0	0	0	0	0.0252788013983371	0	pleckstrin and Sec7 domain containing	0
SNX8	0.0252	0	0	0	0	0	0.0252	0	sorting nexin 8	0
HM13	0.0251836666666667	0	0	0	0	0	0.0251836666666667	0	histocompatibility minor 13	0
BSG	0.0250944444444444	0	0	0	0	0	0.0250944444444444	0	basigin (Ok blood group)	0
MEFV	0.02505	0	0	0	0	0	0.02505	0	MEFV, pyrin innate immunity regulator	0
ATP7A	0.0250415328798186	0	0	0	0	0	0.0250415328798186	0	ATPase copper transporting alpha	0
MPI	0.025	0	0	0	0	0	0.025	0	mannose phosphate isomerase	0
CABIN1	0.025	0	0	0	0	0	0.025	0	calcineurin binding protein 1	0
GPI	0.0249796553287982	0	0	0	0	0	0.0249796553287982	0	glucose-6-phosphate isomerase	0
DPP7	0.0249	0	0	0	0	0	0.0249	0	dipeptidyl peptidase 7	0
SCGB1D4	0.0248732562988158	0	0	0	0	0	0.0248732562988158	0	secretoglobin family 1D member 4	0
LY6E	0.0248018219954649	0	0	0	0	0	0.0248018219954649	0	lymphocyte antigen 6 family member E	0
TNFRSF6B	0.0248	0	0	0	0	0	0.0248	0	TNF receptor superfamily member 6b	0
COASY	0.0248	0	0	0	0	0	0.0248	0	Coenzyme A synthase	0
NFKBIA	0.0248	0	0	0	0	0	0.0248	0	NFKB inhibitor alpha	0
DNAJB4	0.0248	0	0	0	0	0	0.0248	0	DnaJ heat shock protein family (Hsp40) member B4	0
FBXO7	0.0248	0	0	0	0	0	0.0248	0	F-box protein 7	0
NR1H3	0.0248	0	0	0	0	0	0.0248	0	nuclear receptor subfamily 1 group H member 3	0
TSC1	0.0248	0	0	0	0	0	0.0248	0	TSC complex subunit 1	0
PRPSAP2	0.0247014024422942	0.0247014024422942	0	0	0	0	0	0	phosphoribosyl pyrophosphate synthetase associated protein 2	0
ACE2	0.0247	0	0	0	0	0	0.0247	0	angiotensin I converting enzyme 2	0
SETD2	0.0246522902494331	0	0	0	0	0	0.0246522902494331	0	SET domain containing 2	0
